S1	74
S2	0.0153879
S3	0.15
S4	223
S5	0
S6	221.89
S7	6.277
S8	3.95147
S9	0.774
S10	1.72835
S11	0.235
S12	4.583
S13	1.162
S14	0.316
S15	0.17858
S16	1.41142
S17	0.00164946
S18	0.4553132569
S19	0.0826867431
S20	0.611
S21	2.109
S22	3.42393
R1	1.99801
R2	1.99801
R3	1.88735
R4	0.110656
R5	1.88735
R6	1.88735
R7	0.053578
R8	1.83378
R9	3.72113
R10	3.72113
R11	3.72113
R12	3.72113
R13	3.72113
R14	3.50157
R15	3.72113
R16	0
R17	3.69434
R18	0.026789
